engine_size_l,cylinders,fuel_type,vehicle_class,distance_km,duration_minutes,avg_speed_kmh,max_speed_kmh,idle_time_minutes,route_type,load_weight_kg,traffic_level,weather,fuel_used_liters
2.0,4,petrol,Sedan,52.47,93.76,33.58,60.41,16.9,mixed,435.35,high,hot,5.946
2.8,4,diesel,SUV,29.28,135.64,12.95,19.1,40.77,urban,288.62,high,rain,6.056
2.4,4,diesel,Pickup,326.82,212.27,92.38,135.73,7.48,highway,621.17,low,clear,31.373
2.4,4,diesel,Pickup,416.57,322.21,77.57,123.94,17.71,highway,861.4,medium,hot,38.012
2.8,4,diesel,SUV,19.61,62.9,18.7,27.77,21.98,urban,143.69,low,hot,3.137
2.5,4,diesel,Pickup,100.86,119.89,50.48,61.3,13.51,mixed,1171.3,low,rain,10.084
2.2,4,diesel,Van,20.58,31.88,38.73,50.07,6.64,urban,1636.25,low,clear,1.908
1.5,4,petrol,Compact,326.88,216.69,90.51,140.0,9.9,highway,230.42,low,clear,22.06
2.5,4,diesel,Pickup,151.35,160.83,56.46,94.94,16.22,highway,1367.45,high,rain,19.588
5.7,8,diesel,Truck,286.0,302.38,56.75,91.46,25.03,highway,182.44,high,clear,60.291
2.5,4,diesel,Pickup,178.06,142.62,74.91,98.4,7.59,highway,958.56,medium,clear,18.37
5.7,8,diesel,Truck,148.58,109.85,81.15,109.3,8.68,highway,283.15,medium,rain,29.07
2.8,4,diesel,SUV,168.35,197.38,51.17,71.5,20.07,highway,216.77,high,rain,21.396
3.0,4,diesel,Pickup,40.0,136.76,17.55,24.56,32.34,urban,1623.29,medium,hot,6.457
5.7,8,diesel,Truck,47.98,56.35,51.09,86.62,9.27,mixed,858.0,medium,rain,10.541
3.5,6,petrol,SUV,32.58,60.89,32.1,40.39,12.58,urban,55.41,medium,clear,4.893
3.0,4,diesel,Pickup,36.31,82.89,26.29,33.83,12.38,urban,588.37,low,rain,5.409
2.8,4,diesel,SUV,13.68,24.53,33.45,46.71,3.45,urban,444.93,low,clear,1.472
3.0,4,diesel,Pickup,20.51,48.22,25.52,44.8,11.01,urban,1212.43,medium,clear,3.342
5.7,8,diesel,Truck,7.71,29.83,15.5,21.67,9.2,urban,21.16,high,clear,2.556
2.0,4,petrol,Sedan,344.2,222.21,92.94,140.0,11.11,highway,53.0,low,rain,31.168
2.0,4,petrol,Sedan,43.5,50.21,51.98,66.49,6.21,mixed,337.15,medium,clear,4.053
3.5,6,petrol,SUV,22.47,53.93,25.0,43.39,8.34,urban,361.14,low,clear,3.586
2.8,4,diesel,SUV,155.56,152.71,61.12,101.8,19.29,mixed,464.92,medium,clear,15.345
3.0,4,diesel,Pickup,46.3,116.59,23.83,28.95,19.82,urban,17.82,low,clear,6.412
4.5,6,diesel,SUV,408.66,260.5,94.12,140.0,10.24,highway,165.79,low,clear,58.566
1.5,4,petrol,Compact,19.26,38.85,29.75,41.52,8.14,urban,295.6,medium,hot,1.949
1.5,4,petrol,Compact,141.67,144.42,58.86,100.43,13.12,mixed,485.86,low,clear,10.802
2.0,4,petrol,Sedan,191.04,132.38,86.59,120.37,7.39,highway,284.52,medium,clear,16.573
2.5,4,diesel,Pickup,419.4,292.04,86.17,140.0,18.28,highway,1204.82,medium,rain,47.055
3.5,6,petrol,SUV,66.81,72.1,55.6,81.15,6.37,mixed,313.13,low,rain,9.168
2.5,4,diesel,Pickup,140.08,170.2,49.38,82.85,22.14,mixed,1006.96,medium,rain,16.943
3.0,4,diesel,Pickup,42.54,132.33,19.29,28.09,24.31,urban,523.72,low,hot,6.16
4.5,6,diesel,SUV,128.14,94.0,81.79,118.36,5.48,highway,221.95,medium,clear,17.502
4.5,6,diesel,SUV,137.13,135.32,60.8,75.1,11.93,mixed,76.94,low,clear,16.863
1.5,4,petrol,Compact,147.72,168.04,52.74,77.67,12.85,highway,19.43,high,clear,11.767
5.7,8,diesel,Truck,96.44,116.36,49.73,77.88,15.15,mixed,918.69,medium,rain,19.504
1.5,4,petrol,Compact,268.11,195.26,82.38,110.87,7.89,highway,461.38,low,clear,18.425
2.5,4,diesel,Pickup,18.05,26.25,41.26,64.55,8.44,urban,326.47,medium,clear,2.04
2.2,4,diesel,Van,7.12,17.91,23.86,30.74,3.98,urban,843.38,medium,rain,1.0
2.2,4,diesel,Van,11.8,25.68,27.57,36.24,3.91,urban,841.83,low,clear,1.469
2.4,4,diesel,Pickup,25.2,45.28,33.39,57.71,6.56,urban,1051.35,low,hot,2.671
3.0,4,diesel,Pickup,104.92,196.49,32.04,40.34,38.16,mixed,1330.53,high,clear,15.166
5.7,8,diesel,Truck,32.38,42.16,46.08,66.43,6.23,mixed,812.31,medium,hot,6.676
2.2,4,diesel,Van,53.42,115.23,27.81,36.5,22.15,mixed,560.19,high,rain,8.002
2.8,4,diesel,SUV,181.76,206.1,52.91,86.86,18.71,mixed,318.99,low,rain,20.526
4.5,6,diesel,SUV,42.48,77.85,32.74,48.5,14.74,urban,249.86,low,clear,5.343
2.4,4,diesel,Pickup,44.01,116.2,22.72,28.68,23.93,urban,251.53,medium,clear,6.119
4.5,6,diesel,SUV,33.41,55.19,36.32,44.98,7.95,urban,40.46,low,hot,4.469
3.0,4,diesel,Pickup,204.81,153.61,80.0,135.41,7.9,highway,1476.98,medium,clear,21.645
5.7,8,diesel,Truck,373.6,468.76,47.82,76.75,36.38,highway,1664.17,high,rain,92.047
2.4,4,diesel,Pickup,295.63,284.67,62.31,98.95,21.72,highway,1200.29,high,clear,33.584
3.5,6,petrol,SUV,10.82,28.9,22.47,35.3,8.67,urban,355.04,medium,hot,2.22
3.5,6,petrol,SUV,55.84,85.96,38.98,61.05,18.44,mixed,9.35,high,clear,8.717
3.0,4,diesel,Pickup,42.9,42.89,60.0,97.59,4.02,mixed,1212.89,low,clear,4.653
2.0,4,petrol,Sedan,112.26,160.53,41.96,53.43,29.23,mixed,171.76,high,rain,12.456
2.8,4,diesel,SUV,191.06,156.24,73.37,95.46,8.28,highway,98.78,medium,rain,19.136
5.7,8,diesel,Truck,205.19,163.36,75.36,127.41,10.08,highway,1643.3,medium,rain,41.479
4.5,6,diesel,SUV,61.03,70.18,52.18,65.74,16.05,mixed,39.66,low,rain,9.179
2.0,4,petrol,Sedan,42.79,100.86,25.45,39.2,30.33,urban,441.9,medium,clear,5.559
1.5,4,petrol,Compact,375.12,236.66,95.1,140.0,14.35,highway,352.29,low,hot,27.205
2.2,4,diesel,Van,406.73,443.74,55.0,68.79,34.11,highway,1552.45,high,clear,42.402
2.5,4,diesel,Pickup,496.2,491.87,60.53,104.51,37.08,highway,303.7,high,hot,53.867
5.7,8,diesel,Truck,128.95,140.15,55.2,73.9,16.78,mixed,675.98,low,clear,22.018
1.5,4,petrol,Compact,44.09,76.23,34.71,42.33,11.21,urban,65.75,low,clear,3.013
2.4,4,diesel,Pickup,211.9,166.41,76.4,107.69,11.06,highway,1689.26,medium,hot,20.998
2.4,4,diesel,Pickup,48.95,131.14,22.4,40.14,29.32,urban,1995.89,medium,clear,7.077
2.5,4,diesel,Pickup,11.61,27.94,24.93,33.49,5.97,urban,764.22,medium,clear,1.686
2.8,4,diesel,SUV,185.54,229.32,48.55,85.94,32.65,mixed,205.83,medium,rain,22.687
5.7,8,diesel,Truck,207.42,152.17,81.78,126.64,9.88,highway,1069.15,medium,clear,40.173
2.0,4,petrol,Sedan,12.99,29.82,26.13,44.33,11.49,urban,200.07,high,clear,1.881
2.5,4,diesel,Pickup,162.41,140.61,69.3,109.62,11.68,highway,1048.59,high,hot,18.912
2.2,4,diesel,Van,6.28,29.68,12.71,16.32,9.33,urban,792.38,high,rain,1.131
4.5,6,diesel,SUV,251.15,179.81,83.81,111.8,7.87,highway,307.03,low,clear,32.444
3.5,6,petrol,SUV,153.83,173.54,53.19,85.76,24.13,mixed,478.18,medium,hot,21.228
3.0,4,diesel,Pickup,12.24,35.01,20.98,31.0,8.36,urban,978.89,low,rain,1.749
2.0,4,petrol,Sedan,144.22,273.45,31.64,39.98,51.3,mixed,56.64,high,rain,15.705
2.4,4,diesel,Pickup,159.26,213.01,44.86,72.89,27.0,mixed,1024.64,medium,rain,16.357
2.8,4,diesel,SUV,143.18,285.37,30.1,41.67,52.7,mixed,447.48,high,clear,19.644
3.0,4,diesel,Pickup,142.6,93.64,91.37,129.94,6.3,highway,985.31,low,hot,16.459
2.4,4,diesel,Pickup,6.87,18.12,22.75,37.81,5.59,urban,1470.25,medium,clear,0.986
2.5,4,diesel,Pickup,22.22,102.18,13.05,20.37,31.01,urban,891.75,high,clear,3.959
2.2,4,diesel,Van,171.33,161.08,63.82,88.67,14.38,mixed,454.87,low,clear,13.833
3.5,6,petrol,SUV,121.78,75.6,96.65,140.0,3.78,highway,83.59,low,clear,14.453
2.5,4,diesel,Pickup,90.8,122.67,44.41,76.88,16.51,mixed,1451.4,medium,clear,9.143
3.0,4,diesel,Pickup,160.08,172.27,55.75,85.0,15.54,mixed,587.84,low,clear,18.621
2.5,4,diesel,Pickup,40.68,139.54,17.49,30.78,41.89,urban,990.41,high,clear,7.982
3.0,4,diesel,Pickup,104.53,119.34,52.55,68.27,16.66,mixed,213.53,medium,clear,12.17
3.0,4,diesel,Pickup,162.08,340.85,28.53,46.67,63.48,mixed,784.53,high,clear,26.971
2.8,4,diesel,SUV,48.73,173.26,16.87,28.93,52.76,urban,425.04,high,clear,8.863
2.4,4,diesel,Pickup,88.17,99.55,53.14,94.05,9.21,mixed,119.68,low,clear,7.98
2.2,4,diesel,Van,461.03,339.26,81.54,100.16,16.19,highway,1506.82,low,clear,39.361
2.4,4,diesel,Pickup,126.3,263.78,28.73,47.21,50.66,mixed,1425.92,high,clear,20.113
4.5,6,diesel,SUV,31.03,42.44,43.87,75.53,7.18,mixed,311.97,medium,rain,4.964
3.5,6,petrol,SUV,45.13,76.45,35.42,54.63,15.28,mixed,286.9,high,rain,7.466
2.8,4,diesel,SUV,28.49,130.13,13.14,22.56,39.87,urban,84.56,high,rain,5.853
4.5,6,diesel,SUV,36.67,39.17,56.18,73.2,9.43,mixed,167.76,low,clear,5.542
2.5,4,diesel,Pickup,35.53,126.33,16.87,20.37,33.39,urban,105.98,medium,clear,5.648
2.5,4,diesel,Pickup,72.2,129.46,33.46,48.16,24.88,mixed,1871.06,high,clear,10.16
3.5,6,petrol,SUV,96.76,140.8,41.23,68.48,23.93,mixed,201.61,medium,clear,12.797
2.2,4,diesel,Van,34.27,96.11,21.39,36.51,29.87,urban,1244.01,high,hot,5.388
2.8,4,diesel,SUV,93.52,60.82,92.26,140.0,7.14,highway,101.64,low,rain,10.05
1.5,4,petrol,Compact,45.68,274.05,10.0,13.72,82.44,urban,185.85,high,clear,6.629
2.2,4,diesel,Van,191.43,198.4,57.89,80.13,15.25,highway,582.05,high,clear,21.405
5.7,8,diesel,Truck,22.14,20.98,63.33,87.95,2.19,mixed,142.9,low,rain,3.567
4.5,6,diesel,SUV,24.2,69.13,21.0,28.53,14.05,urban,38.32,medium,clear,4.746
2.0,4,petrol,Sedan,121.11,234.62,30.97,50.87,43.06,mixed,98.34,high,rain,13.289
2.5,4,diesel,Pickup,10.79,49.04,13.2,20.12,9.93,urban,1070.27,medium,rain,1.818
2.0,4,petrol,Sedan,155.26,172.23,54.09,74.0,18.13,mixed,156.76,low,rain,13.453
5.7,8,diesel,Truck,34.92,110.18,19.02,31.11,18.79,urban,1738.4,low,clear,8.752
2.4,4,diesel,Pickup,428.5,464.92,55.3,73.37,36.01,highway,1299.77,high,rain,48.148
2.4,4,diesel,Pickup,45.4,80.83,33.7,58.86,19.84,urban,370.69,medium,clear,4.365
1.5,4,petrol,Compact,10.27,31.32,19.68,24.34,10.74,urban,322.89,high,clear,1.069
2.4,4,diesel,Pickup,49.63,158.58,18.78,24.39,32.23,urban,1435.59,medium,clear,7.402
2.0,4,petrol,Sedan,295.91,189.29,93.8,124.8,10.03,highway,484.51,low,clear,25.876
4.5,6,diesel,SUV,119.05,230.15,31.04,39.97,42.37,mixed,459.29,high,clear,21.416
3.0,4,diesel,Pickup,161.88,188.83,51.44,86.97,22.89,mixed,1668.52,medium,rain,21.409
2.8,4,diesel,SUV,183.94,139.22,79.27,136.84,6.99,highway,458.24,medium,rain,20.258
2.2,4,diesel,Van,19.19,45.97,25.05,41.92,6.47,urban,1119.72,low,clear,2.309
2.4,4,diesel,Pickup,46.39,90.59,30.73,40.27,15.75,urban,1646.44,low,rain,5.157
2.8,4,diesel,SUV,397.71,307.14,77.69,94.17,21.42,highway,8.63,medium,clear,41.347
1.5,4,petrol,Compact,177.01,232.03,45.77,79.81,30.81,mixed,266.32,medium,clear,13.264
3.0,4,diesel,Pickup,31.6,32.92,57.59,81.28,4.0,mixed,992.29,low,clear,3.377
5.7,8,diesel,Truck,270.78,270.03,60.17,73.79,22.14,highway,1609.05,high,hot,61.81
2.8,4,diesel,SUV,19.93,89.34,13.38,20.97,29.17,urban,36.69,high,hot,3.897
2.4,4,diesel,Pickup,18.33,29.7,37.04,66.33,8.71,urban,1627.4,low,clear,1.853
3.0,4,diesel,Pickup,380.69,344.65,66.27,89.35,26.75,highway,1263.16,high,rain,47.865
1.5,4,petrol,Compact,61.22,70.55,52.06,89.45,6.79,mixed,141.76,low,clear,4.407
2.0,4,petrol,Sedan,106.3,186.34,34.23,42.55,33.89,mixed,446.34,high,clear,11.023
1.5,4,petrol,Compact,190.54,311.75,36.67,59.93,58.23,mixed,414.92,high,clear,16.749
4.5,6,diesel,SUV,47.2,105.7,26.79,37.54,16.76,urban,383.73,low,clear,8.394
5.7,8,diesel,Truck,50.62,54.44,55.79,75.2,9.31,mixed,728.56,medium,hot,10.067
3.5,6,petrol,SUV,289.07,290.81,59.64,89.68,24.75,highway,89.08,high,clear,40.11
3.5,6,petrol,SUV,106.26,66.67,95.63,128.9,7.57,highway,417.84,low,clear,14.59
2.4,4,diesel,Pickup,163.51,171.79,57.11,77.11,14.7,mixed,82.59,low,clear,15.321
4.5,6,diesel,SUV,397.56,249.0,95.8,140.0,10.67,highway,459.18,low,hot,61.126
3.5,6,petrol,SUV,51.56,58.82,52.59,77.58,4.57,highway,326.53,high,clear,7.452
2.5,4,diesel,Pickup,229.39,153.96,89.4,140.0,9.29,highway,62.89,medium,clear,22.688
1.5,4,petrol,Compact,184.18,173.0,63.88,81.84,15.23,mixed,5.54,low,clear,11.798
2.5,4,diesel,Pickup,43.27,102.02,25.45,43.97,14.43,urban,663.68,low,clear,5.964
2.4,4,diesel,Pickup,128.3,140.86,54.65,95.94,20.38,mixed,1279.16,medium,hot,14.364
2.4,4,diesel,Pickup,409.61,300.16,81.88,128.26,15.73,highway,858.48,medium,clear,38.693
2.2,4,diesel,Van,24.85,44.25,33.69,42.23,14.91,urban,1694.24,low,rain,2.312
4.5,6,diesel,SUV,130.38,146.32,53.47,91.6,18.36,mixed,313.78,medium,clear,18.004
2.2,4,diesel,Van,101.23,135.63,44.78,57.62,28.36,mixed,36.16,high,clear,11.281
3.5,6,petrol,SUV,194.39,233.61,49.93,75.45,33.17,mixed,12.82,medium,rain,27.029
2.4,4,diesel,Pickup,7.16,14.55,29.51,44.15,2.18,urban,880.77,low,clear,0.873
3.0,4,diesel,Pickup,66.71,105.58,37.91,63.22,21.04,mixed,1358.35,high,clear,9.537
3.0,4,diesel,Pickup,170.57,138.16,74.07,94.46,10.47,highway,947.48,medium,rain,20.36
2.4,4,diesel,Pickup,22.91,62.66,21.94,31.32,15.7,urban,1371.26,medium,clear,3.124
2.8,4,diesel,SUV,93.58,154.88,36.25,59.06,28.01,mixed,290.01,high,hot,12.5
2.8,4,diesel,SUV,27.05,62.17,26.1,38.87,11.17,urban,26.56,low,clear,3.682
2.2,4,diesel,Van,10.1,31.23,19.4,24.08,6.44,urban,419.61,medium,rain,1.437
2.8,4,diesel,SUV,446.08,327.87,81.63,113.83,16.8,highway,348.87,medium,clear,50.218
2.0,4,petrol,Sedan,51.43,61.68,50.03,74.26,9.62,mixed,156.77,medium,rain,4.788
1.5,4,petrol,Compact,130.0,168.76,46.22,79.52,33.04,mixed,384.89,high,clear,12.282
5.7,8,diesel,Truck,56.78,37.02,92.03,129.44,1.61,highway,1446.09,low,rain,10.855
2.8,4,diesel,SUV,222.34,150.7,88.52,140.0,10.49,highway,157.54,medium,rain,25.849
1.5,4,petrol,Compact,480.29,320.92,89.8,140.0,11.53,highway,476.66,low,hot,33.252
5.7,8,diesel,Truck,471.76,342.94,82.54,137.38,22.28,highway,146.27,medium,hot,86.397
3.5,6,petrol,SUV,40.71,108.48,22.52,30.56,33.29,urban,408.58,high,rain,8.884
3.0,4,diesel,Pickup,45.04,101.19,26.71,46.8,20.33,urban,389.14,medium,rain,6.739
5.7,8,diesel,Truck,166.69,151.92,65.83,95.43,16.41,mixed,842.34,low,clear,29.248
5.7,8,diesel,Truck,44.35,49.57,53.68,86.71,6.71,mixed,1397.6,medium,clear,8.918
4.5,6,diesel,SUV,40.33,132.29,18.29,28.46,41.35,urban,290.81,high,clear,9.89
3.5,6,petrol,SUV,61.11,59.65,61.47,75.69,7.59,mixed,450.56,low,hot,7.985
3.0,4,diesel,Pickup,30.49,124.48,14.7,22.02,38.31,urban,498.67,high,clear,6.0
2.4,4,diesel,Pickup,160.32,268.13,35.87,43.48,50.99,mixed,122.12,high,rain,19.25
2.0,4,petrol,Sedan,171.69,152.34,67.62,84.76,14.14,mixed,409.78,low,hot,13.999
2.4,4,diesel,Pickup,467.0,388.07,72.2,118.49,23.9,highway,1825.34,medium,clear,45.137
3.0,4,diesel,Pickup,453.59,313.83,86.72,115.09,15.88,highway,753.07,medium,rain,52.364
3.5,6,petrol,SUV,37.35,77.77,28.81,44.25,12.27,urban,489.59,low,rain,6.088
2.8,4,diesel,SUV,29.47,58.75,30.1,39.94,15.49,urban,61.03,medium,hot,3.752
1.5,4,petrol,Compact,7.28,14.85,29.4,40.02,3.89,urban,145.05,medium,hot,0.692
2.4,4,diesel,Pickup,43.16,110.13,23.51,32.56,16.48,urban,1260.27,low,rain,5.784
2.2,4,diesel,Van,176.97,186.55,56.92,79.43,16.62,mixed,1131.6,low,rain,18.099
2.0,4,petrol,Sedan,23.19,70.8,19.65,33.23,22.48,urban,223.18,high,clear,3.327
2.8,4,diesel,SUV,435.93,499.85,52.33,63.81,41.08,highway,30.06,high,clear,52.981
3.5,6,petrol,SUV,181.71,127.74,85.35,140.0,8.17,highway,183.81,medium,rain,24.083
4.5,6,diesel,SUV,21.35,68.25,18.77,27.78,13.82,urban,381.62,medium,hot,4.849
4.5,6,diesel,SUV,11.52,30.69,22.52,32.4,11.35,urban,243.36,high,clear,2.798
1.5,4,petrol,Compact,42.16,54.24,46.64,60.56,12.44,mixed,372.37,medium,clear,3.273
1.5,4,petrol,Compact,38.93,78.22,29.86,48.28,12.34,urban,72.56,low,clear,3.497
5.7,8,diesel,Truck,102.12,133.5,45.89,68.42,16.97,mixed,490.11,medium,rain,21.215
5.7,8,diesel,Truck,114.14,94.24,72.67,120.74,4.78,highway,563.86,medium,clear,19.155
5.7,8,diesel,Truck,95.48,95.28,60.13,76.72,14.56,mixed,10.81,medium,clear,17.922
3.5,6,petrol,SUV,241.69,168.9,85.86,140.0,6.75,highway,380.45,low,clear,27.659
1.5,4,petrol,Compact,24.69,78.01,18.99,30.44,23.72,urban,259.73,high,clear,3.154
1.5,4,petrol,Compact,18.42,33.94,32.56,49.11,6.6,urban,437.61,low,rain,1.416
2.0,4,petrol,Sedan,24.28,62.36,23.36,31.04,17.07,urban,327.69,medium,clear,2.914
4.5,6,diesel,SUV,169.94,220.09,46.33,70.56,36.58,mixed,485.93,medium,clear,26.716
3.0,4,diesel,Pickup,35.1,99.59,21.15,30.54,15.57,urban,1042.25,low,hot,5.722
2.8,4,diesel,SUV,470.69,501.13,56.35,81.28,37.7,highway,316.3,high,clear,61.91
3.0,4,diesel,Pickup,257.5,187.47,82.41,109.08,10.4,highway,684.62,medium,clear,31.991
2.2,4,diesel,Van,9.62,34.51,16.72,26.72,11.2,urban,383.29,high,hot,1.616
3.0,4,diesel,Pickup,62.71,67.79,55.51,99.11,6.92,highway,1688.52,high,rain,8.514
3.5,6,petrol,SUV,415.09,293.92,84.73,140.0,12.94,highway,250.86,low,clear,52.597
3.0,4,diesel,Pickup,188.46,217.34,52.03,67.26,27.53,mixed,1454.02,medium,rain,23.176
3.5,6,petrol,SUV,51.83,57.11,54.46,73.25,9.27,mixed,435.0,medium,clear,6.748
5.7,8,diesel,Truck,45.05,82.8,32.65,54.76,12.25,urban,1484.05,low,hot,9.497
2.4,4,diesel,Pickup,153.13,148.61,61.82,103.37,13.89,mixed,957.05,low,clear,13.976
3.0,4,diesel,Pickup,10.8,19.1,33.91,44.92,3.74,urban,616.21,low,clear,1.125
3.0,4,diesel,Pickup,367.17,272.14,80.95,98.44,15.33,highway,450.72,medium,clear,41.396
2.8,4,diesel,SUV,75.86,69.13,65.84,97.67,6.46,mixed,433.88,low,clear,7.07
3.0,4,diesel,Pickup,27.7,142.53,11.66,20.58,45.52,urban,791.34,high,clear,5.857
2.0,4,petrol,Sedan,10.82,42.34,15.34,20.15,17.4,urban,128.83,high,clear,1.619
2.0,4,petrol,Sedan,434.33,295.84,88.09,140.0,15.87,highway,230.67,medium,clear,36.708
2.4,4,diesel,Pickup,61.76,43.98,84.26,140.0,2.48,highway,1343.49,medium,clear,5.889
2.4,4,diesel,Pickup,44.72,155.18,17.29,25.12,48.51,urban,881.87,high,clear,7.589
2.5,4,diesel,Pickup,28.07,44.47,37.88,61.19,9.61,urban,669.21,medium,hot,3.111
5.7,8,diesel,Truck,63.34,106.59,35.65,46.37,20.38,mixed,1820.87,high,clear,15.168
3.5,6,petrol,SUV,174.36,102.58,101.98,140.0,4.16,highway,354.14,low,rain,25.221
2.2,4,diesel,Van,28.53,37.0,46.28,78.75,5.01,mixed,1340.22,medium,clear,2.999
2.4,4,diesel,Pickup,24.93,44.74,33.43,42.05,7.63,urban,962.88,low,clear,2.572
3.5,6,petrol,SUV,21.54,76.62,16.86,20.41,23.41,urban,472.07,high,clear,4.983
2.2,4,diesel,Van,49.65,193.85,15.37,24.92,59.56,urban,583.19,high,clear,7.881
2.2,4,diesel,Van,22.84,51.72,26.5,33.6,8.16,urban,457.24,low,clear,2.723
2.8,4,diesel,SUV,183.42,189.33,58.13,73.03,21.72,mixed,354.55,low,clear,20.777
3.0,4,diesel,Pickup,40.43,103.85,23.36,36.68,21.71,urban,356.77,medium,hot,7.429
2.2,4,diesel,Van,76.29,81.39,56.24,80.02,14.14,mixed,800.13,medium,clear,7.933
2.4,4,diesel,Pickup,91.94,93.05,59.29,80.27,21.03,mixed,658.46,medium,rain,9.755
2.2,4,diesel,Van,32.51,113.86,17.13,21.91,34.36,urban,880.74,high,clear,5.372
2.4,4,diesel,Pickup,48.02,111.18,25.92,31.41,23.86,urban,136.97,medium,clear,6.645
2.0,4,petrol,Sedan,40.49,89.29,27.21,40.12,18.28,urban,185.09,medium,clear,4.812
4.5,6,diesel,SUV,8.15,47.44,10.31,15.93,14.56,urban,470.64,high,clear,2.102
2.5,4,diesel,Pickup,345.0,401.07,51.61,66.0,32.5,highway,1594.49,high,clear,42.492
2.2,4,diesel,Van,195.12,404.28,28.96,44.75,73.86,mixed,517.31,high,hot,29.559
2.2,4,diesel,Van,118.2,128.82,55.05,67.25,12.57,highway,823.9,high,rain,14.605
2.5,4,diesel,Pickup,21.63,57.91,22.42,32.07,11.82,urban,1996.62,medium,clear,3.396
2.5,4,diesel,Pickup,160.68,126.89,75.98,126.59,6.49,highway,752.87,medium,clear,15.591
4.5,6,diesel,SUV,44.93,54.61,49.36,73.78,5.34,mixed,385.62,low,hot,6.187
2.0,4,petrol,Sedan,28.73,83.73,20.58,27.62,19.72,urban,194.01,medium,clear,3.763
2.5,4,diesel,Pickup,124.12,126.69,58.78,96.47,17.28,mixed,676.61,medium,clear,13.874
4.5,6,diesel,SUV,49.36,103.35,28.66,37.73,15.52,urban,189.43,low,clear,8.287
3.5,6,petrol,SUV,49.99,146.76,20.44,32.01,44.55,urban,147.86,high,rain,11.214
5.7,8,diesel,Truck,52.9,64.44,49.26,84.02,8.27,mixed,193.31,medium,clear,10.391
2.0,4,petrol,Sedan,95.28,115.17,49.64,63.04,17.05,mixed,92.99,medium,rain,8.767
1.5,4,petrol,Compact,202.62,134.46,90.42,134.57,5.34,highway,45.92,low,clear,13.54
5.7,8,diesel,Truck,308.43,244.04,75.83,94.35,16.1,highway,989.56,medium,clear,57.494
2.5,4,diesel,Pickup,138.17,113.69,72.92,101.66,7.16,highway,1501.16,medium,clear,14.662
2.8,4,diesel,SUV,48.64,111.54,26.17,44.28,19.79,urban,367.69,low,clear,6.415
4.5,6,diesel,SUV,234.24,290.48,48.38,85.23,22.0,highway,314.01,high,rain,39.276
2.4,4,diesel,Pickup,12.15,26.55,27.45,44.9,7.23,urban,1624.97,low,clear,1.689
4.5,6,diesel,SUV,112.54,116.15,58.14,86.26,14.87,mixed,173.94,medium,rain,16.476
2.4,4,diesel,Pickup,38.21,74.25,30.88,48.72,19.0,urban,1497.53,medium,rain,4.618
2.2,4,diesel,Van,34.83,90.24,23.16,31.17,18.74,urban,1421.68,medium,clear,4.453
2.0,4,petrol,Sedan,472.01,300.8,94.15,128.07,12.19,highway,391.03,low,hot,40.548
2.8,4,diesel,SUV,45.85,73.55,37.4,47.35,15.92,mixed,68.06,high,clear,6.068
2.2,4,diesel,Van,13.39,24.75,32.47,55.09,7.05,urban,1659.29,low,hot,1.276
3.5,6,petrol,SUV,31.27,61.51,30.5,47.74,13.0,urban,81.63,medium,rain,4.701
5.7,8,diesel,Truck,44.46,61.97,43.05,74.55,13.07,mixed,1678.9,medium,clear,8.288
2.2,4,diesel,Van,289.77,363.8,47.79,67.39,29.33,highway,834.65,high,clear,29.515
3.5,6,petrol,SUV,237.93,174.26,81.92,117.03,17.15,highway,183.6,medium,clear,32.244
1.5,4,petrol,Compact,49.75,59.43,50.23,70.23,7.22,mixed,448.08,medium,rain,3.776
3.5,6,petrol,SUV,25.29,45.41,33.41,46.05,8.47,urban,199.3,low,clear,3.188
5.7,8,diesel,Truck,44.94,214.64,12.56,19.42,66.01,urban,1237.83,high,clear,15.019
3.5,6,petrol,SUV,453.47,559.72,48.61,73.69,42.18,highway,444.81,high,clear,73.312
2.8,4,diesel,SUV,257.44,280.7,55.03,72.68,21.07,highway,97.39,high,clear,28.298
2.2,4,diesel,Van,44.54,183.05,14.6,18.62,55.13,urban,190.29,high,clear,6.88
2.5,4,diesel,Pickup,75.6,86.42,52.49,63.77,10.74,mixed,1702.83,medium,rain,7.886
2.0,4,petrol,Sedan,26.27,49.73,31.7,44.91,18.8,urban,151.73,high,clear,3.026
3.0,4,diesel,Pickup,76.02,76.74,59.44,77.92,7.97,mixed,1003.59,low,clear,8.691
3.0,4,diesel,Pickup,69.41,105.43,39.5,51.25,20.3,mixed,1957.57,high,clear,10.169
2.4,4,diesel,Pickup,45.55,96.88,28.21,47.0,19.96,urban,1056.95,medium,hot,5.712
4.5,6,diesel,SUV,79.48,166.16,28.7,40.65,33.28,mixed,105.36,high,clear,18.088
4.5,6,diesel,SUV,334.14,225.38,88.95,125.85,14.6,highway,110.6,medium,rain,51.869
2.2,4,diesel,Van,144.36,272.16,31.83,55.89,51.75,mixed,1063.57,high,clear,16.22
4.5,6,diesel,SUV,39.21,172.39,13.65,16.91,24.42,urban,428.38,low,clear,8.185
5.7,8,diesel,Truck,113.81,133.34,51.21,68.03,16.34,mixed,1860.09,medium,clear,22.513
2.4,4,diesel,Pickup,65.72,104.56,37.71,51.0,23.25,mixed,1441.96,high,clear,8.744
3.5,6,petrol,SUV,116.01,157.9,44.08,54.98,19.41,mixed,357.13,medium,clear,15.036
